V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,y
0.040799999998368,0.06999999999720001,0.071199999997152,0.151599999993936,0.26159999998953604,0.14599999999416,0.067599999997296,0.05599999999776,0.047199999998112,0.08799999999648,0.033599999998656004,0.063199999997472,0.063199999997472,0.151199999993952,0.274799999989008,0.166799999993328,0.072799999997088,0.055199999997792,0.044399999998224006,0.07479999999700801,0.031999999998720004,0.053199999997872005,0.075599999996976,0.16399999999344,0.313599999987456,0.153599999993856,0.0599999999976,0.046799999998128006,0.037199999998512,0.06399999999744001,0.031999999998720004,0.053199999997872005,0.075599999996976,0.16399999999344,0.313599999987456,0.153599999993856,0.0599999999976,0.046799999998128006,0.037199999998512,0.06399999999744001,Female
0.033599999998656004,0.063199999997472,0.063199999997472,0.151199999993952,0.274799999989008,0.166799999993328,0.072799999997088,0.055199999997792,0.044399999998224006,0.07479999999700801,0.040799999998368,0.06999999999720001,0.071199999997152,0.151599999993936,0.26159999998953604,0.14599999999416,0.067599999997296,0.05599999999776,0.047199999998112,0.08799999999648,0.027199999998912,0.055199999997792,0.06399999999744001,0.15319999999387202,0.299599999988016,0.14799999999408,0.06399999999744001,0.052799999997888,0.054399999997824,0.081599999996736,0.027199999998912,0.055199999997792,0.06399999999744001,0.15319999999387202,0.299599999988016,0.14799999999408,0.06399999999744001,0.052799999997888,0.054399999997824,0.081599999996736,Female
0.014399999999424,0.042799999998288,0.049599999998016,0.153599999993856,0.38799999998448004,0.173199999993072,0.052799999997888,0.036399999998544,0.035199999998592,0.053999999997840005,0.023199999999072,0.07399999999704,0.056799999997728,0.126799999994928,0.339199999986432,0.15559999999377602,0.051599999997936005,0.05199999999792,0.045599999998176,0.075199999996992,0.027199999998912,0.056799999997728,0.048799999998048,0.15599999999376002,0.343599999986256,0.138399999994464,0.058799999997648005,0.055599999997776005,0.041599999998336,0.07319999999707201,0.027199999998912,0.056799999997728,0.048799999998048,0.15599999999376002,0.343599999986256,0.138399999994464,0.058799999997648005,0.055599999997776005,0.041599999998336,0.07319999999707201,Female
0.048799999998048,0.07479999999700801,0.054799999997808005,0.10959999999561601,0.271199999989152,0.122799999995088,0.056799999997728,0.064799999997408,0.08599999999656001,0.110399999995584,0.05199999999792,0.066399999997344,0.071199999997152,0.12199999999512001,0.2299999999908,0.13399999999464002,0.066399999997344,0.073599999997056,0.06679999999732801,0.11759999999529601,0.042399999998304,0.06559999999737601,0.053599999997856,0.128799999994848,0.204799999991808,0.13399999999464002,0.0599999999976,0.06519999999739201,0.135599999994576,0.1099999999956,0.042399999998304,0.06559999999737601,0.053599999997856,0.128799999994848,0.204799999991808,0.13399999999464002,0.0599999999976,0.06519999999739201,0.135599999994576,0.1099999999956,Female
0.0399999999984,0.067599999997296,0.062399999997504,0.134799999994608,0.24359999999025603,0.160399999993584,0.06399999999744001,0.049599999998016,0.076799999996928,0.100799999995968,0.048399999998064006,0.07639999999694401,0.064399999997424,0.125599999994976,0.233599999990656,0.129599999994816,0.069599999997216,0.06559999999737601,0.07319999999707201,0.113599999995456,0.053199999997872005,0.07639999999694401,0.056799999997728,0.118399999995264,0.201199999991952,0.125199999994992,0.06719999999731201,0.077199999996912,0.1099999999956,0.11439999999542401,0.053199999997872005,0.07639999999694401,0.056799999997728,0.118399999995264,0.201199999991952,0.125199999994992,0.06719999999731201,0.077199999996912,0.1099999999956,0.11439999999542401,Female
0.040799999998368,0.075599999996976,0.050799999997968005,0.126399999994944,0.323599999987056,0.135599999994576,0.061599999997536,0.052799999997888,0.045599999998176,0.08719999999651201,0.03399999999864,0.070799999997168,0.057199999997712005,0.13799999999448,0.291599999988336,0.151199999993952,0.06679999999732801,0.054799999997808005,0.045599999998176,0.0899999999964,0.044399999998224006,0.073599999997056,0.060799999997568,0.13759999999449601,0.26799999998928004,0.12239999999510401,0.07319999999707201,0.059199999997632,0.059199999997632,0.10159999999593601,0.044399999998224006,0.073599999997056,0.060799999997568,0.13759999999449601,0.26799999998928004,0.12239999999510401,0.07319999999707201,0.059199999997632,0.059199999997632,0.10159999999593601,Female
0.031199999998752,0.06679999999732801,0.061199999997552004,0.147199999994112,0.298399999988064,0.15879999999364802,0.066399999997344,0.052399999997904005,0.041199999998352,0.07639999999694401,0.045199999998192006,0.071199999997152,0.051199999997952,0.126399999994944,0.31919999998723203,0.133199999994672,0.051599999997936005,0.054799999997808005,0.05199999999792,0.09519999999619201,0.045599999998176,0.067599999997296,0.06839999999726401,0.145599999994176,0.26719999998931204,0.1199999999952,0.062399999997504,0.072399999997104,0.058399999997664,0.09239999999630401,0.045599999998176,0.067599999997296,0.06839999999726401,0.145599999994176,0.26719999998931204,0.1199999999952,0.062399999997504,0.072399999997104,0.058399999997664,0.09239999999630401,Female
0.017599999999296,0.041599999998336,0.04199999999832,0.14599999999416,0.381199999984752,0.192399999992304,0.056799999997728,0.033599999998656004,0.030799999998768,0.057999999997680005,0.030399999998784,0.061999999997520004,0.060399999997584004,0.14639999999414402,0.30599999998776,0.166799999993328,0.050399999997984,0.051199999997952,0.050399999997984,0.07599999999696,0.027199999998912,0.053599999997856,0.05599999999776,0.148399999994064,0.367199999985312,0.13399999999464002,0.061199999997552004,0.0399999999984,0.040799999998368,0.07159999999713601,0.027199999998912,0.053599999997856,0.05599999999776,0.148399999994064,0.367199999985312,0.13399999999464002,0.061199999997552004,0.0399999999984,0.040799999998368,0.07159999999713601,Female
0.033599999998656004,0.064399999997424,0.061199999997552004,0.14399999999424,0.299599999988016,0.15399999999384,0.07319999999707201,0.049999999998000005,0.041199999998352,0.078799999996848,0.028799999998848,0.06679999999732801,0.061999999997520004,0.116799999995328,0.345199999986192,0.164399999993424,0.055199999997792,0.054399999997824,0.04199999999832,0.064399999997424,0.025599999998976,0.06399999999744001,0.059599999997616004,0.134799999994608,0.377599999984896,0.13599999999456,0.052799999997888,0.048799999998048,0.03599999999856,0.064799999997408,0.025599999998976,0.06399999999744001,0.059599999997616004,0.134799999994608,0.377599999984896,0.13599999999456,0.052799999997888,0.048799999998048,0.03599999999856,0.064799999997408,Female
0.036799999998528,0.057999999997680005,0.053599999997856,0.14679999999412802,0.320799999987168,0.158399999993664,0.063199999997472,0.043599999998256006,0.041199999998352,0.077599999996896,0.030399999998784,0.06879999999724801,0.059199999997632,0.132399999994704,0.32559999998697603,0.151599999993936,0.06879999999724801,0.04799999999808,0.045199999998192006,0.06999999999720001,0.028799999998848,0.069599999997216,0.045199999998192006,0.142799999994288,0.331599999986736,0.13679999999452802,0.060399999997584004,0.054399999997824,0.045599999998176,0.084799999996608,0.028799999998848,0.069599999997216,0.045199999998192006,0.142799999994288,0.331599999986736,0.13679999999452802,0.060399999997584004,0.054399999997824,0.045599999998176,0.084799999996608,Female
